Invoice ID,Branch,Region,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Month,Payment,cogs,gross margin percentage,gross income,Rating
234-65-2137,C,South,Banglore,Normal,Female,Home and lifestyle,95.58,10,47.79,1003.59,29-03-2019,1.32.00 PM,March,Cash,955.8,4.76,45.5,4.8
687-47-8271,A,North,Delhi,Normal,Female,Fashion accessories,98.98,10,49.49,1039.29,30-01-2019,4.20.00 PM,January,Credit card,989.8,4.76,47.11,8.7
796-32-9050,A,North,Delhi,Normal,Female,Food and beverages,51.28,6,15.38,323.06,29-01-2019,4.31.00 PM,January,Cash,307.68,4.76,14.65,6.5
105-31-1824,A,North,Delhi,Member,Female,Sports and travel,69.52,7,24.33,510.97,14-01-2019,3.10.00 PM,January,Credit card,486.64,4.76,23.16,8.5
249-42-3782,A,North,Delhi,Normal,Female,Health and beauty,70.01,5,17.5,367.55,26-03-2019,11.36.00 AM,March,Ewallet,350.05,4.76,16.66,5.5
316-55-4634,B,West,Mumbai,Member,Female,Food and beverages,80.05,5,20.01,420.26,13-02-2019,12.45.00 PM,February,Credit card,400.25,4.76,19.05,9.4
733-33-4967,C,South,Banglore,Normal,Female,Electronic accessories,20.85,8,8.34,175.14,14-01-2019,7.17.00 PM,January,Cash,166.8,4.76,7.94,6.3
608-27-6295,B,West,Mumbai,Member,Female,Electronic accessories,52.89,6,15.87,333.21,27-03-2019,5.34.00 PM,March,Credit card,317.34,4.76,15.11,9.8
414-12-7047,B,West,Mumbai,Normal,Female,Food and beverages,19.79,8,7.92,166.24,15-02-2019,12.04.00 PM,February,Ewallet,158.32,4.76,7.54,8.7
827-26-2100,A,North,Delhi,Member,Female,Home and lifestyle,33.84,9,15.23,319.79,17-02-2019,4.21.00 PM,February,Ewallet,304.56,4.76,14.5,8.8
175-54-2529,A,North,Delhi,Member,Female,Food and beverages,22.17,8,8.87,186.23,24-03-2019,5.01.00 PM,March,Credit card,177.36,4.76,8.44,9.6
139-52-2867,C,South,Banglore,Normal,Male,Fashion accessories,22.51,7,7.88,165.45,26-01-2019,10.50.00 AM,January,Credit card,157.57,4.76,7.5,4.8
407-63-8975,A,North,Delhi,Normal,Female,Food and beverages,73.88,6,22.16,465.44,14-03-2019,7.16.00 PM,March,Ewallet,443.28,4.76,21.1,4.4
342-65-4817,C,South,Banglore,Member,Female,Health and beauty,86.8,3,13.02,273.42,17-03-2019,4.47.00 PM,March,Ewallet,260.4,4.76,12.4,9.9
130-98-8941,C,South,Banglore,Normal,Female,Fashion accessories,64.26,7,22.49,472.31,28-03-2019,10.00.00 AM,March,Cash,449.82,4.76,21.41,5.7
434-83-9547,C,South,Banglore,Member,Female,Food and beverages,38.47,8,15.39,323.15,23-01-2019,11.51.00 AM,January,Cash,307.76,4.76,14.65,7.7
851-28-6367,A,North,Delhi,Member,Female,Sports and travel,15.5,10,7.75,162.75,17-01-2019,10.55.00 AM,January,Ewallet,155,4.76,7.38,8
824-88-3614,C,South,Banglore,Normal,Female,Health and beauty,34.31,8,13.72,288.2,13-01-2019,3.00.00 PM,January,Ewallet,274.48,4.76,13.07,5.7
586-25-0848,A,North,Delhi,Normal,Male,Sports and travel,12.34,7,4.32,90.7,14-03-2019,11.19.00 AM,March,Credit card,86.38,4.76,4.11,6.7
895-66-0685,B,West,Mumbai,Member,Female,Food and beverages,18.08,3,2.71,56.95,23-01-2019,7.46.00 PM,January,Ewallet,54.24,4.76,2.58,8
305-14-0245,B,West,Mumbai,Member,Male,Home and lifestyle,94.49,8,37.8,793.72,28-03-2019,7.00.00 PM,March,Ewallet,755.92,4.76,35.98,7.5
732-04-5373,B,West,Mumbai,Member,Female,Home and lifestyle,46.47,4,9.29,195.17,17-01-2019,10.53.00 AM,January,Cash,185.88,4.76,8.85,7
400-60-7251,A,North,Delhi,Normal,Female,Home and lifestyle,74.07,1,3.7,77.77,16-02-2019,12.50.00 PM,February,Ewallet,74.07,4.76,3.53,9.9
593-65-1552,C,South,Banglore,Normal,Male,Home and lifestyle,69.81,4,13.96,293.2,26-01-2019,8.50.00 PM,January,Credit card,279.24,4.76,13.29,5.9
284-34-9626,B,West,Mumbai,Normal,Male,Home and lifestyle,77.04,3,11.56,242.68,14-03-2019,10.39.00 AM,March,Credit card,231.12,4.76,11,7.2
437-58-8131,B,West,Mumbai,Normal,Male,Fashion accessories,73.52,2,7.35,154.39,25-01-2019,1.41.00 PM,January,Ewallet,147.04,4.76,7,4.6
286-43-6208,C,South,Banglore,Normal,Male,Food and beverages,87.8,9,39.51,829.71,26-01-2019,7.08.00 PM,January,Cash,790.2,4.76,37.61,9.2
641-43-2399,B,West,Mumbai,Normal,Female,Home and lifestyle,25.55,4,5.11,107.31,27-02-2019,8.23.00 PM,February,Ewallet,102.2,4.76,4.86,5.7
831-07-6050,A,North,Delhi,Normal,Female,Electronic accessories,32.71,5,8.18,171.73,23-02-2019,11.30.00 AM,February,Credit card,163.55,4.76,7.78,9.9
556-86-3144,C,South,Banglore,Member,Male,Fashion accessories,74.29,1,3.71,78,19-03-2019,7.30.00 PM,March,Cash,74.29,4.76,3.54,5
848-24-9445,C,South,Banglore,Member,Female,Health and beauty,43.7,2,4.37,91.77,30-03-2019,6.03.00 PM,March,Cash,87.4,4.76,4.16,4.9
856-22-8149,A,North,Delhi,Normal,Male,Home and lifestyle,25.29,1,1.26,26.55,16-02-2019,10.13.00 AM,February,Ewallet,25.29,4.76,1.2,6.1
699-01-4164,C,South,Banglore,Normal,Female,Health and beauty,41.5,4,8.3,174.3,30-03-2019,7.58.00 PM,March,Credit card,166,4.76,7.9,8.2
420-11-4919,C,South,Banglore,Member,Male,Food and beverages,71.39,5,17.85,374.8,20-03-2019,7.57.00 PM,March,Credit card,356.95,4.76,16.99,5.5
606-80-4905,C,South,Banglore,Member,Male,Sports and travel,19.15,6,5.75,120.65,16-01-2019,10.01.00 AM,January,Credit card,114.9,4.76,5.47,6.8
542-41-0513,B,West,Mumbai,Member,Male,Electronic accessories,57.49,4,11.5,241.46,22-01-2019,11.57.00 AM,January,Cash,229.96,4.76,10.95,6.6
426-39-2418,C,South,Banglore,Normal,Female,Electronic accessories,61.41,7,21.49,451.36,16-02-2019,10.02.00 AM,February,Cash,429.87,4.76,20.46,9.8
875-46-5808,B,West,Mumbai,Member,Female,Health and beauty,25.9,10,12.95,271.95,14-03-2019,2.51.00 PM,March,Ewallet,259,4.76,12.33,8.7
394-43-4238,B,West,Mumbai,Member,Female,Home and lifestyle,17.77,5,4.44,93.29,18-01-2019,12.42.00 PM,January,Credit card,88.85,4.76,4.23,5.4
749-24-1565,A,North,Delhi,Normal,Male,Health and beauty,23.03,9,10.36,217.63,26-02-2019,12.02.00 PM,February,Ewallet,207.27,4.76,9.87,7.9
672-51-8681,C,South,Banglore,Member,Male,Electronic accessories,66.65,9,29.99,629.84,24-03-2019,6.19.00 PM,March,Credit card,599.85,4.76,28.55,9.7
263-87-5680,C,South,Banglore,Member,Male,Home and lifestyle,28.53,10,14.27,299.57,20-02-2019,5.38.00 PM,February,Ewallet,285.3,4.76,13.58,7.8
573-58-9734,B,West,Mumbai,Normal,Male,Fashion accessories,30.37,3,4.56,95.67,23-02-2019,1.41.00 PM,February,Ewallet,91.11,4.76,4.34,5.1
817-69-8206,B,West,Mumbai,Normal,Male,Electronic accessories,99.73,9,44.88,942.45,14-01-2019,7.42.00 PM,January,Credit card,897.57,4.76,42.72,6.5
888-02-0338,A,North,Delhi,Normal,Female,Electronic accessories,26.23,9,11.8,247.87,15-02-2019,8.24.00 PM,February,Ewallet,236.07,4.76,11.24,5.9
677-11-0152,C,South,Banglore,Normal,Male,Food and beverages,93.26,9,41.97,881.31,24-02-2019,6.08.00 PM,February,Cash,839.34,4.76,39.95,8.8
142-63-6033,B,West,Mumbai,Normal,Female,Home and lifestyle,92.36,5,23.09,484.89,23-02-2019,7.17.00 PM,February,Ewallet,461.8,4.76,21.98,4.9
656-16-1063,B,West,Mumbai,Normal,Female,Sports and travel,46.42,3,6.96,146.22,14-01-2019,1.24.00 PM,January,Credit card,139.26,4.76,6.63,4.4
891-58-8335,B,West,Mumbai,Member,Male,Sports and travel,29.61,7,10.36,217.63,27-02-2019,3.53.00 PM,February,Cash,207.27,4.76,9.87,6.5
802-43-8934,A,North,Delhi,Normal,Female,Home and lifestyle,18.28,1,0.91,19.19,13-03-2019,3.05.00 PM,March,Credit card,18.28,4.76,0.87,8.3
560-30-5617,B,West,Mumbai,Normal,Male,Sports and travel,24.77,5,6.19,130.04,15-02-2019,6.27.00 PM,February,Cash,123.85,4.76,5.9,8.5
319-74-2561,A,North,Delhi,Member,Male,Electronic accessories,94.64,3,14.2,298.12,25-01-2019,4.55.00 PM,January,Cash,283.92,4.76,13.51,5.5
549-03-9315,B,West,Mumbai,Normal,Female,Fashion accessories,94.87,8,37.95,796.91,19-02-2019,12.58.00 PM,February,Ewallet,758.96,4.76,36.13,8.7
790-29-1172,B,West,Mumbai,Normal,Male,Food and beverages,57.34,3,8.6,180.62,29-03-2019,6.59.00 PM,March,Credit card,172.02,4.76,8.19,7.9
239-36-3640,B,West,Mumbai,Normal,Female,Electronic accessories,45.35,6,13.61,285.71,31-01-2019,1.44.00 PM,January,Ewallet,272.1,4.76,12.95,6.1
468-01-2051,B,West,Mumbai,Normal,Female,Food and beverages,62.08,7,21.73,456.29,21-01-2019,1.46.00 PM,January,Ewallet,434.56,4.76,20.69,5.4
389-25-3394,C,South,Banglore,Normal,Female,Electronic accessories,11.81,5,2.95,62,19-03-2019,6.06.00 PM,March,Cash,59.05,4.76,2.81,9.4
279-62-1445,C,South,Banglore,Member,Male,Fashion accessories,12.54,1,0.63,13.17,31-01-2019,12.38.00 PM,January,Cash,12.54,4.76,0.6,8.2
213-72-6612,A,North,Delhi,Normal,Female,Food and beverages,43.25,2,4.33,90.83,17-02-2019,3.56.00 PM,February,Cash,86.5,4.76,4.12,6.2
746-68-6593,C,South,Banglore,Member,Male,Sports and travel,87.16,2,8.72,183.04,18-01-2019,2.29.00 PM,January,Credit card,174.32,4.76,8.3,9.7
836-82-5858,B,West,Mumbai,Member,Female,Health and beauty,69.37,9,31.22,655.55,18-03-2019,7.14.00 PM,March,Ewallet,624.33,4.76,29.72,4
583-72-1480,C,South,Banglore,Member,Female,Electronic accessories,37.06,4,7.41,155.65,24-01-2019,4.24.00 PM,January,Ewallet,148.24,4.76,7.06,9.7
466-61-5506,B,West,Mumbai,Member,Male,Electronic accessories,90.7,6,27.21,571.41,23-03-2019,10.52.00 AM,March,Cash,544.2,4.76,25.9,5.3
721-86-6247,A,North,Delhi,Normal,Male,Home and lifestyle,63.42,8,25.37,532.73,20-03-2019,12.55.00 PM,March,Ewallet,507.36,4.76,24.15,7.4
289-65-5721,B,West,Mumbai,Normal,Male,Fashion accessories,81.37,2,8.14,170.88,20-02-2019,7.28.00 PM,February,Cash,162.74,4.76,7.75,6.5
545-46-3100,B,West,Mumbai,Member,Male,Electronic accessories,10.59,3,1.59,33.36,30-01-2019,1.52.00 PM,January,Credit card,31.77,4.76,1.51,8.7
418-02-5978,B,West,Mumbai,Normal,Male,Health and beauty,84.09,9,37.84,794.65,26-03-2019,10.54.00 AM,March,Cash,756.81,4.76,36.02,8
269-04-5750,B,West,Mumbai,Member,Female,Fashion accessories,73.82,4,14.76,310.04,14-03-2019,6.31.00 PM,March,Cash,295.28,4.76,14.06,6.7
157-13-5295,A,North,Delhi,Member,Female,Health and beauty,51.94,10,25.97,545.37,24-01-2019,6.24.00 PM,January,Ewallet,519.4,4.76,24.72,6.5
645-78-8093,A,North,Delhi,Normal,Male,Sports and travel,93.14,2,9.31,195.59,17-02-2019,6.09.00 PM,February,Ewallet,186.28,4.76,8.87,4.1
211-30-9270,C,South,Banglore,Normal,Female,Health and beauty,17.41,5,4.35,91.4,27-02-2019,3.16.00 PM,February,Credit card,87.05,4.76,4.14,4.9
755-12-3214,C,South,Banglore,Member,Male,Fashion accessories,44.22,5,11.06,232.16,25-03-2019,5.07.00 PM,March,Credit card,221.1,4.76,10.52,8.6
346-84-3103,B,West,Mumbai,Member,Male,Electronic accessories,13.22,5,3.31,69.41,20-01-2019,7.26.00 PM,January,Cash,66.1,4.76,3.15,4.3
478-06-7835,A,North,Delhi,Normal,Female,Fashion accessories,89.69,1,4.48,94.17,13-02-2019,11.20.00 AM,February,Ewallet,89.69,4.76,4.27,4.9
540-11-4336,A,North,Delhi,Normal,Female,Food and beverages,24.94,9,11.22,235.68,16-03-2019,4.49.00 PM,March,Credit card,224.46,4.76,10.68,5.6
448-81-5016,A,North,Delhi,Normal,Female,Health and beauty,59.77,2,5.98,125.52,26-02-2019,12.01.00 PM,February,Credit card,119.54,4.76,5.69,5.8
142-72-4741,C,South,Banglore,Member,Female,Fashion accessories,93.2,2,9.32,195.72,27-02-2019,6.37.00 PM,February,Credit card,186.4,4.76,8.87,6
217-58-1179,A,North,Delhi,Member,Female,Home and lifestyle,62.65,4,12.53,263.13,17-02-2019,11.25.00 AM,February,Cash,250.6,4.76,11.93,4.2
376-02-8238,B,West,Mumbai,Normal,Female,Home and lifestyle,93.87,8,37.55,788.51,20-03-2019,6.42.00 PM,March,Credit card,750.96,4.76,35.75,8.3
530-90-9855,A,North,Delhi,Member,Female,Home and lifestyle,47.59,8,19.04,399.76,24-02-2019,2.47.00 PM,February,Cash,380.72,4.76,18.12,5.7
866-05-7563,B,West,Mumbai,Member,Male,Electronic accessories,81.4,3,12.21,256.41,23-01-2019,7.43.00 PM,January,Cash,244.2,4.76,11.62,4.8
604-70-6476,A,North,Delhi,Member,Female,Fashion accessories,17.94,5,4.49,94.19,14-01-2019,2.04.00 PM,January,Ewallet,89.7,4.76,4.27,6.8
799-71-1548,A,North,Delhi,Member,Female,Electronic accessories,77.72,4,15.54,326.42,17-01-2019,4.11.00 PM,January,Credit card,310.88,4.76,14.8,8.8
785-13-7708,B,West,Mumbai,Normal,Female,Food and beverages,73.06,7,25.57,536.99,15-01-2019,7.06.00 PM,January,Credit card,511.42,4.76,24.34,4.2
845-51-0542,B,West,Mumbai,Member,Female,Food and beverages,46.55,9,20.95,439.9,27-02-2019,3.34.00 PM,February,Ewallet,418.95,4.76,19.94,6.4
662-47-5456,C,South,Banglore,Member,Female,Fashion accessories,35.19,10,17.6,369.5,22-02-2019,7.06.00 PM,February,Credit card,351.9,4.76,16.75,8.4
883-17-4236,C,South,Banglore,Normal,Male,Sports and travel,14.39,2,1.44,30.22,15-03-2019,7.44.00 PM,March,Credit card,28.78,4.76,1.37,7.2
290-68-2984,A,North,Delhi,Normal,Female,Home and lifestyle,23.75,4,4.75,99.75,17-03-2019,11.22.00 AM,March,Cash,95,4.76,4.52,5.2
704-11-6354,A,North,Delhi,Member,Female,Home and lifestyle,58.9,8,23.56,494.76,14-01-2019,11.23.00 AM,January,Cash,471.2,4.76,22.43,8.9
110-48-7033,B,West,Mumbai,Member,Female,Fashion accessories,32.62,4,6.52,137,31-01-2019,2.12.00 PM,January,Cash,130.48,4.76,6.21,9
366-93-0948,A,North,Delhi,Member,Female,Electronic accessories,66.35,1,3.32,69.67,15-03-2019,10.46.00 AM,March,Credit card,66.35,4.76,3.16,9.7
729-09-9681,A,North,Delhi,Member,Female,Home and lifestyle,25.91,6,7.77,163.23,22-03-2019,10.16.00 AM,March,Ewallet,155.46,4.76,7.4,8.7
151-16-1484,A,North,Delhi,Member,Female,Electronic accessories,32.25,4,6.45,135.45,24-01-2019,12.38.00 PM,January,Ewallet,129,4.76,6.14,6.5
380-94-4661,C,South,Banglore,Member,Female,Electronic accessories,65.94,4,13.19,276.95,14-03-2019,1.05.00 PM,March,Credit card,263.76,4.76,12.55,6.9
850-41-9669,A,North,Delhi,Normal,Male,Electronic accessories,75.06,9,33.78,709.32,23-01-2019,1.25.00 PM,January,Ewallet,675.54,4.76,32.16,6.2
821-07-3596,C,South,Banglore,Normal,Male,Fashion accessories,16.45,4,3.29,69.09,27-01-2019,2.53.00 PM,January,Ewallet,65.8,4.76,3.13,5.6
655-85-5130,B,West,Mumbai,Member,Male,Fashion accessories,38.3,4,7.66,160.86,25-03-2019,7.22.00 PM,March,Cash,153.2,4.76,7.29,5.7
447-15-7839,A,North,Delhi,Member,Male,Sports and travel,22.24,10,11.12,233.52,14-02-2019,11.00.00 AM,February,Cash,222.4,4.76,10.59,4.2
154-74-7179,B,West,Mumbai,Normal,Female,Sports and travel,54.45,1,2.72,57.17,24-03-2019,7.24.00 PM,March,Ewallet,54.45,4.76,2.59,7.9
253-12-6086,A,North,Delhi,Member,Male,Sports and travel,98.4,7,34.44,723.24,24-01-2019,12.43.00 PM,January,Credit card,688.8,4.76,32.79,8.7
808-65-0703,C,South,Banglore,Normal,Female,Home and lifestyle,35.47,4,7.09,148.97,25-02-2019,5.22.00 PM,February,Credit card,141.88,4.76,6.75,6.9
571-94-0759,B,West,Mumbai,Member,Male,Food and beverages,74.6,10,37.3,783.3,14-02-2019,8.55.00 PM,February,Cash,746,4.76,35.51,9.5
144-51-6085,A,North,Delhi,Member,Female,Home and lifestyle,70.74,4,14.15,297.11,15-01-2019,4.05.00 PM,January,Credit card,282.96,4.76,13.47,4.4
731-14-2199,A,North,Delhi,Member,Male,Home and lifestyle,35.54,10,17.77,373.17,15-02-2019,1.34.00 PM,February,Ewallet,355.4,4.76,16.92,7
783-09-1637,B,West,Mumbai,Normal,Male,Sports and travel,67.43,5,16.86,354.01,26-01-2019,6.13.00 PM,January,Ewallet,337.15,4.76,16.05,6.3
687-15-1097,C,South,Banglore,Member,Male,Health and beauty,21.12,2,2.11,44.35,30-01-2019,7.17.00 PM,January,Cash,42.24,4.76,2.01,9.7
126-54-1082,A,North,Delhi,Member,Male,Home and lifestyle,21.54,9,9.69,203.55,30-01-2019,11.44.00 AM,January,Credit card,193.86,4.76,9.23,8.8
633-91-1052,A,North,Delhi,Normal,Male,Home and lifestyle,12.03,2,1.2,25.26,19-01-2019,3.51.00 PM,January,Cash,24.06,4.76,1.15,5.1
477-24-6490,B,West,Mumbai,Normal,Male,Health and beauty,99.71,6,29.91,628.17,25-02-2019,4.52.00 PM,February,Ewallet,598.26,4.76,28.48,7.9
566-19-5475,B,West,Mumbai,Normal,Female,Fashion accessories,47.97,7,16.79,352.58,23-01-2019,8.52.00 PM,January,Cash,335.79,4.76,15.98,6.2
526-86-8552,C,South,Banglore,Member,Male,Home and lifestyle,21.82,10,10.91,229.11,16-02-2019,5.36.00 PM,February,Cash,218.2,4.76,10.39,7.1
376-56-3573,C,South,Banglore,Normal,Male,Fashion accessories,95.42,4,19.08,400.76,15-02-2019,1.23.00 PM,February,Ewallet,381.68,4.76,18.17,6.4
537-72-0426,C,South,Banglore,Member,Female,Fashion accessories,70.99,10,35.5,745.4,20-02-2019,4.28.00 PM,February,Cash,709.9,4.76,33.79,5.7
828-61-5674,A,North,Delhi,Member,Female,Sports and travel,44.02,10,22.01,462.21,17-03-2019,7.57.00 PM,March,Credit card,440.2,4.76,20.95,9.6
136-08-6195,A,North,Delhi,Normal,Male,Home and lifestyle,69.96,8,27.98,587.66,15-03-2019,5.01.00 PM,March,Credit card,559.68,4.76,26.64,6.4
523-38-0215,C,South,Banglore,Normal,Female,Home and lifestyle,37,1,1.85,38.85,16-02-2019,1.29.00 PM,February,Credit card,37,4.76,1.76,7.9
490-29-1201,A,North,Delhi,Normal,Male,Sports and travel,15.34,1,0.77,16.11,13-03-2019,11.09.00 AM,March,Cash,15.34,4.76,0.73,6.5
667-92-0055,A,North,Delhi,Member,Female,Health and beauty,99.83,6,29.95,628.93,28-01-2019,3.02.00 PM,January,Ewallet,598.98,4.76,28.51,8.5
565-17-3836,A,North,Delhi,Member,Male,Health and beauty,47.67,4,9.53,200.21,18-01-2019,2.21.00 PM,January,Cash,190.68,4.76,9.08,9.1
498-41-1961,B,West,Mumbai,Normal,Female,Health and beauty,66.68,5,16.67,350.07,19-03-2019,6.01.00 PM,March,Cash,333.4,4.76,15.87,7.6
593-95-4461,C,South,Banglore,Member,Female,Home and lifestyle,74.86,1,3.74,78.6,15-03-2019,2.49.00 PM,March,Cash,74.86,4.76,3.56,6.9
226-71-3580,C,South,Banglore,Normal,Male,Sports and travel,23.75,9,10.69,224.44,21-03-2019,12.02.00 PM,March,Cash,213.75,4.76,10.17,9.5
283-79-9594,B,West,Mumbai,Normal,Male,Food and beverages,48.51,7,16.98,356.55,19-01-2019,1.30.00 PM,January,Credit card,339.57,4.76,16.16,5.2
430-60-3493,A,North,Delhi,Member,Male,Home and lifestyle,94.88,7,33.21,697.37,30-03-2019,2.38.00 PM,March,Cash,664.16,4.76,31.61,4.2
139-20-0155,B,West,Mumbai,Member,Female,Electronic accessories,40.3,10,20.15,423.15,19-03-2019,5.37.00 PM,March,Credit card,403,4.76,19.18,7
558-80-4082,C,South,Banglore,Normal,Female,Electronic accessories,27.85,7,9.75,204.7,13-01-2019,5.20.00 PM,January,Ewallet,194.95,4.76,9.28,6
278-97-7759,A,North,Delhi,Member,Male,Electronic accessories,62.48,1,3.12,65.6,23-03-2019,8.29.00 PM,March,Cash,62.48,4.76,2.97,4.7
316-68-6352,A,North,Delhi,Member,Male,Food and beverages,36.36,2,3.64,76.36,13-03-2019,10.00.00 AM,March,Cash,72.72,4.76,3.46,7.1
585-03-5943,B,West,Mumbai,Normal,Female,Health and beauty,18.11,10,9.06,190.16,21-02-2019,11.46.00 AM,February,Ewallet,181.1,4.76,8.62,5.9
211-05-0490,C,South,Banglore,Member,Male,Electronic accessories,51.92,5,12.98,272.58,18-01-2019,1.42.00 PM,January,Cash,259.6,4.76,12.36,7.5
727-75-6477,C,South,Banglore,Normal,Female,Electronic accessories,28.84,4,5.77,121.13,26-03-2019,2.44.00 PM,March,Cash,115.36,4.76,5.49,6.4
744-02-5987,A,North,Delhi,Member,Female,Home and lifestyle,78.38,6,23.51,493.79,27-03-2019,2.16.00 PM,March,Ewallet,470.28,4.76,22.39,5.8
307-83-9164,A,North,Delhi,Member,Female,Home and lifestyle,60.01,4,12,252.04,27-03-2019,3.54.00 PM,March,Cash,240.04,4.76,11.43,4.5
779-06-0012,C,South,Banglore,Member,Male,Home and lifestyle,88.61,1,4.43,93.04,31-01-2019,10.21.00 AM,January,Cash,88.61,4.76,4.22,7.7
446-47-6729,C,South,Banglore,Normal,Female,Fashion accessories,99.82,2,9.98,209.62,25-02-2019,6.09.00 PM,February,Credit card,199.64,4.76,9.5,6.7
573-10-3877,B,West,Mumbai,Member,Female,Health and beauty,39.01,1,1.95,40.96,22-02-2019,4.46.00 PM,February,Credit card,39.01,4.76,1.86,4.7
735-06-4124,C,South,Banglore,Normal,Female,Food and beverages,48.61,1,2.43,51.04,15-02-2019,3.31.00 PM,February,Cash,48.61,4.76,2.31,4.4
439-54-7422,A,North,Delhi,Normal,Male,Electronic accessories,51.19,4,10.24,215,13-01-2019,5.15.00 PM,January,Credit card,204.76,4.76,9.75,4.7
396-90-2219,B,West,Mumbai,Normal,Male,Electronic accessories,14.96,8,5.98,125.66,24-03-2019,12.29.00 PM,March,Cash,119.68,4.76,5.7,8.6
411-77-0180,A,North,Delhi,Member,Female,Electronic accessories,72.2,7,25.27,530.67,24-01-2019,8.14.00 PM,January,Ewallet,505.4,4.76,24.06,4.3
286-01-5402,A,North,Delhi,Normal,Male,Sports and travel,40.23,7,14.08,295.69,30-03-2019,1.22.00 PM,March,Cash,281.61,4.76,13.4,9.6
803-17-8013,A,North,Delhi,Member,Male,Home and lifestyle,88.79,8,35.52,745.84,21-03-2019,5.09.00 PM,March,Cash,710.32,4.76,33.81,4.1
512-98-1403,A,North,Delhi,Member,Male,Electronic accessories,26.48,3,3.97,83.41,19-01-2019,10.40.00 AM,January,Ewallet,79.44,4.76,3.78,4.7
848-42-2560,A,North,Delhi,Normal,Male,Fashion accessories,81.91,2,8.19,172.01,19-02-2019,5.43.00 PM,February,Cash,163.82,4.76,7.8,7.8
532-59-7201,B,West,Mumbai,Member,Female,Sports and travel,79.93,6,23.98,503.56,26-03-2019,2.04.00 PM,March,Cash,479.58,4.76,22.83,5.5
181-94-6432,C,South,Banglore,Member,Female,Fashion accessories,69.33,2,6.93,145.59,24-02-2019,7.05.00 PM,February,Ewallet,138.66,4.76,6.6,9.7
870-76-1733,A,North,Delhi,Member,Male,Food and beverages,14.23,5,3.56,74.71,21-02-2019,10.08.00 AM,February,Credit card,71.15,4.76,3.39,4.4
423-64-4619,A,North,Delhi,Member,Male,Health and beauty,15.55,9,7,146.95,25-02-2019,1.12.00 PM,February,Cash,139.95,4.76,6.66,5
227-07-4446,C,South,Banglore,Member,Male,Electronic accessories,78.13,10,39.07,820.37,30-03-2019,8.51.00 PM,March,Cash,781.3,4.76,37.19,4.4
174-36-3675,C,South,Banglore,Member,Female,Food and beverages,99.37,2,9.94,208.68,26-01-2019,5.29.00 PM,January,Cash,198.74,4.76,9.46,5.2
428-83-5800,C,South,Banglore,Member,Male,Food and beverages,21.08,3,3.16,66.4,25-03-2019,10.25.00 AM,March,Cash,63.24,4.76,3.01,7.3
603-07-0961,C,South,Banglore,Member,Female,Electronic accessories,74.79,5,18.7,392.65,26-01-2019,11.34.00 AM,January,Cash,373.95,4.76,17.8,4.9
704-20-4138,C,South,Banglore,Member,Male,Health and beauty,29.67,7,10.38,218.07,19-01-2019,6.58.00 PM,January,Credit card,207.69,4.76,9.89,8.1
787-15-1757,C,South,Banglore,Member,Female,Health and beauty,44.07,4,8.81,185.09,23-01-2019,4.28.00 PM,January,Ewallet,176.28,4.76,8.39,8.4
649-11-3678,C,South,Banglore,Normal,Male,Food and beverages,22.93,9,10.32,216.69,14-03-2019,8.26.00 PM,March,Cash,206.37,4.76,9.82,5.5
622-20-1945,C,South,Banglore,Normal,Male,Health and beauty,39.42,1,1.97,41.39,28-01-2019,3.08.00 PM,January,Cash,39.42,4.76,1.88,8.4
372-94-8041,A,North,Delhi,Normal,Female,Health and beauty,15.26,6,4.58,96.14,22-03-2019,6.03.00 PM,March,Ewallet,91.56,4.76,4.36,9.8
563-91-7120,A,North,Delhi,Normal,Male,Fashion accessories,61.77,5,15.44,324.29,24-01-2019,1.21.00 PM,January,Cash,308.85,4.76,14.7,6.7
746-54-5508,A,North,Delhi,Normal,Female,Home and lifestyle,21.52,6,6.46,135.58,18-02-2019,12.48.00 PM,February,Credit card,129.12,4.76,6.15,9.4
276-54-0879,B,West,Mumbai,Normal,Female,Sports and travel,97.74,4,19.55,410.51,22-02-2019,7.53.00 PM,February,Ewallet,390.96,4.76,18.61,6.4
815-11-1168,A,North,Delhi,Member,Female,Food and beverages,99.78,5,24.95,523.85,03-09-2019,7.09.00 PM,September,Cash,498.9,4.76,23.75,5.4
719-76-3868,C,South,Banglore,Member,Female,Food and beverages,94.26,4,18.85,395.89,03-12-2019,4.30.00 PM,December,Cash,377.04,4.76,17.95,8.6
730-61-8757,B,West,Mumbai,Member,Female,Health and beauty,51.13,4,10.23,214.75,01-01-2019,10.11.00 AM,January,Credit card,204.52,4.76,9.74,4
340-66-0321,A,North,Delhi,Member,Female,Electronic accessories,36.36,4,7.27,152.71,03-01-2019,1.07.00 PM,January,Cash,145.44,4.76,6.92,7.6
868-81-1752,B,West,Mumbai,Normal,Female,Home and lifestyle,22.02,9,9.91,208.09,02-07-2019,6.48.00 PM,July,Cash,198.18,4.76,9.43,6.8
634-97-8956,A,North,Delhi,Normal,Female,Food and beverages,32.9,3,4.94,103.64,02-01-2019,5.27.00 PM,January,Credit card,98.7,4.76,4.7,9.1
566-71-1091,A,North,Delhi,Normal,Female,Fashion accessories,77.02,5,19.26,404.36,02-03-2019,3.59.00 PM,March,Cash,385.1,4.76,18.33,5.5
